student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,science_score,english_score,overall_score,final_grade,race_ethnicity,lunch,test_preparation_course,math_score,reading_score,writing_score
652,17,male,public,post graduate,6.0,51.5,yes,<15 min,no,online videos,66.6,72.2,75.2,c,group A,standard,completed,68,80,76
653,15,other,private,graduate,4.7,72.0,yes,15-30 min,yes,textbook,72.5,72.5,76.4,c,group D,standard,completed,85,86,98
654,18,other,public,graduate,2.8,89.7,yes,>60 min,yes,group study,43.8,68.4,61.8,d,group A,standard,completed,65,70,74
655,17,female,private,no formal,5.4,64.7,yes,>60 min,no,group study,69.1,80.6,71.9,c,group B,standard,none,73,79,79
656,17,male,public,no formal,6.8,83.0,yes,15-30 min,yes,coaching,78.3,86.4,81.3,c,group B,standard,none,62,67,67
657,18,female,public,graduate,6.8,80.4,yes,15-30 min,yes,notes,82.2,81.5,86.0,b,group C,free/reduced,none,77,67,64
658,17,other,private,diploma,1.5,85.0,no,15-30 min,no,online videos,71.0,55.7,51.1,e,group D,standard,none,69,66,61
659,14,female,private,post graduate,3.8,62.0,yes,30-60 min,no,coaching,72.7,59.9,64.3,d,group D,free/reduced,none,43,60,58
660,15,male,public,no formal,0.8,58.4,no,>60 min,no,notes,15.3,25.0,23.9,f,group D,standard,none,90,87,85
661,15,male,public,high school,5.2,50.8,yes,<15 min,no,group study,43.3,64.9,53.0,e,group C,free/reduced,none,74,77,73
662,18,other,private,post graduate,2.3,74.0,yes,30-60 min,no,coaching,61.6,56.1,53.4,e,group C,standard,none,73,66,63
663,14,female,public,phd,7.5,59.3,yes,>60 min,yes,textbook,65.8,97.6,76.8,c,group D,free/reduced,none,55,71,69
664,15,other,private,post graduate,5.1,82.6,yes,<15 min,no,coaching,72.4,86.8,76.9,c,group C,standard,none,65,69,67
665,17,female,public,no formal,3.5,77.5,yes,30-60 min,no,mixed,64.1,45.1,53.9,e,group D,standard,none,80,63,63
666,18,male,public,no formal,6.0,91.7,yes,>60 min,no,coaching,89.4,90.3,93.7,b,group C,free/reduced,completed,50,60,60
667,17,female,public,phd,2.1,90.1,yes,15-30 min,yes,online videos,52.3,55.4,59.3,d,group C,free/reduced,completed,63,73,71
668,19,other,private,diploma,1.2,68.1,no,30-60 min,no,group study,31.7,36.1,38.7,f,group B,free/reduced,none,77,85,87
669,19,female,public,diploma,1.2,64.8,no,>60 min,yes,textbook,18.9,30.8,27.7,f,group C,standard,none,73,74,61
670,14,female,public,phd,4.9,54.1,yes,>60 min,yes,group study,73.2,51.8,62.7,d,group D,standard,completed,81,72,77
671,19,female,private,high school,7.2,87.8,yes,30-60 min,yes,group study,85.4,79.7,83.6,c,group C,free/reduced,none,66,76,68
672,17,female,public,high school,2.2,74.8,yes,<15 min,no,group study,36.3,34.1,39.2,f,group D,free/reduced,none,52,57,50
673,17,male,public,post graduate,6.2,66.8,yes,<15 min,yes,online videos,78.5,78.1,80.2,c,group C,standard,none,69,78,76
674,14,male,private,phd,0.8,85.2,yes,15-30 min,no,notes,40.5,49.5,33.5,f,group C,standard,completed,65,84,84
675,17,male,private,diploma,3.2,63.7,no,30-60 min,yes,group study,37.7,37.3,42.8,e,group D,standard,completed,69,77,78
676,18,other,public,no formal,5.4,73.9,yes,>60 min,no,mixed,71.6,60.5,71.7,c,group B,standard,completed,50,64,66
677,17,female,public,no formal,6.7,71.8,yes,30-60 min,yes,mixed,82.6,100.0,92.0,b,group E,standard,completed,73,78,76
678,14,other,private,no formal,7.6,63.5,yes,15-30 min,yes,online videos,100.0,94.7,91.2,b,group C,standard,completed,70,82,76
679,17,male,private,diploma,5.2,89.5,yes,>60 min,no,notes,81.7,93.6,77.6,c,group D,free/reduced,none,81,75,78
680,19,male,private,graduate,4.0,85.4,yes,30-60 min,no,group study,46.6,51.6,59.6,d,group D,free/reduced,none,63,61,60
681,18,other,public,diploma,1.0,76.0,yes,30-60 min,yes,online videos,27.4,33.3,33.2,f,group D,standard,none,67,72,74
682,14,other,public,high school,2.6,84.6,yes,30-60 min,yes,online videos,54.3,62.7,60.8,d,group B,standard,none,60,68,60
683,19,female,public,post graduate,7.4,54.5,yes,>60 min,no,online videos,70.2,78.5,72.2,c,group B,standard,none,62,55,54
684,19,male,private,phd,4.9,71.5,yes,30-60 min,yes,mixed,87.4,80.7,69.1,d,group C,free/reduced,completed,29,40,44
685,15,other,private,high school,3.1,80.0,yes,15-30 min,yes,coaching,60.2,58.4,64.9,d,group B,standard,completed,62,66,68
686,18,male,private,post graduate,2.4,69.7,yes,>60 min,no,online videos,44.2,43.3,46.1,e,group E,standard,completed,94,99,100
687,16,female,private,graduate,1.4,85.7,yes,<15 min,yes,mixed,46.7,41.2,54.1,e,group E,standard,completed,85,75,68
688,17,female,public,post graduate,6.1,76.1,yes,<15 min,yes,mixed,85.2,79.8,84.0,c,group D,free/reduced,none,77,78,73
689,16,other,private,no formal,3.6,69.1,yes,<15 min,yes,online videos,53.4,96.7,60.5,d,group A,free/reduced,none,53,58,44
690,18,male,private,post graduate,7.5,70.8,yes,>60 min,yes,mixed,79.0,81.6,86.7,b,group E,free/reduced,none,93,90,83
691,19,male,private,post graduate,3.9,85.8,yes,>60 min,no,mixed,53.9,54.8,59.0,d,group C,standard,none,49,53,53
692,18,male,private,post graduate,6.6,53.3,yes,<15 min,yes,group study,69.5,81.2,68.9,d,group E,free/reduced,none,73,76,78
693,19,male,public,phd,1.5,91.9,no,<15 min,yes,group study,39.9,50.2,41.9,e,group C,free/reduced,completed,66,74,81
694,19,female,public,post graduate,1.6,52.9,no,15-30 min,yes,textbook,37.7,31.5,38.4,f,group D,standard,none,77,77,73
695,14,other,public,phd,2.5,56.6,yes,>60 min,yes,coaching,52.7,47.9,44.4,e,group C,standard,none,49,63,56
696,15,male,public,post graduate,1.9,90.5,yes,>60 min,yes,textbook,40.6,69.9,53.3,e,group D,free/reduced,none,79,89,86
697,18,female,public,diploma,7.8,68.7,yes,30-60 min,no,textbook,87.8,100.0,86.4,b,group C,standard,completed,75,82,90
698,17,male,public,phd,6.6,73.0,yes,30-60 min,yes,group study,88.3,85.7,76.9,c,group A,standard,none,59,72,70
699,14,male,private,post graduate,3.1,68.6,no,15-30 min,no,coaching,68.4,48.9,57.5,d,group D,standard,completed,57,78,79
700,14,other,public,graduate,4.4,54.7,no,15-30 min,yes,mixed,53.2,51.4,51.7,e,group C,free/reduced,none,66,66,59
701,17,male,public,graduate,4.5,80.4,yes,>60 min,no,coaching,66.6,57.7,60.4,d,group E,standard,completed,79,81,82
702,17,female,public,diploma,5.1,84.5,yes,>60 min,no,textbook,86.3,90.6,74.1,c,group B,standard,none,57,67,72
703,15,other,private,graduate,1.3,59.5,yes,30-60 min,yes,notes,30.7,29.1,38.6,f,group A,standard,completed,87,84,87
704,15,other,private,diploma,3.1,87.6,yes,<15 min,yes,coaching,46.2,39.5,50.2,e,group D,standard,none,63,64,67
705,14,male,private,no formal,1.1,55.0,yes,15-30 min,no,textbook,19.9,14.2,26.0,f,group B,free/reduced,completed,59,63,64
706,17,female,private,diploma,7.4,88.7,yes,15-30 min,no,coaching,95.6,83.6,98.0,a,group A,free/reduced,none,62,72,65
707,14,other,public,phd,3.5,85.1,yes,15-30 min,yes,coaching,51.6,60.0,60.2,d,group D,standard,none,46,34,36
708,17,female,private,high school,6.0,95.6,yes,>60 min,no,group study,71.7,70.0,76.3,c,group C,standard,none,66,59,52
709,16,male,public,post graduate,7.4,90.7,yes,30-60 min,no,textbook,100.0,82.9,99.6,a,group D,standard,none,89,87,79
710,16,male,public,diploma,2.8,92.2,yes,30-60 min,yes,textbook,49.3,45.0,53.4,e,group D,free/reduced,completed,42,61,58
711,18,other,private,high school,1.2,97.9,no,>60 min,no,textbook,45.5,46.0,44.2,e,group C,standard,completed,93,84,90
712,17,other,public,diploma,3.0,92.2,no,15-30 min,no,mixed,53.0,65.3,60.8,d,group E,standard,completed,80,85,85
713,18,male,private,phd,5.5,89.8,yes,>60 min,no,textbook,95.9,78.6,88.1,b,group D,standard,none,98,100,99
714,18,male,public,no formal,4.2,59.8,yes,>60 min,no,coaching,40.7,42.9,56.2,d,group D,standard,none,81,81,84
715,19,male,private,post graduate,1.1,87.8,yes,15-30 min,no,coaching,32.9,47.0,35.3,f,group B,standard,completed,60,70,74
716,18,male,public,post graduate,1.0,81.6,yes,>60 min,no,online videos,48.9,33.0,39.5,f,group B,free/reduced,completed,76,94,87
717,17,other,private,high school,5.7,98.1,yes,30-60 min,yes,textbook,78.8,100.0,82.2,c,group C,standard,completed,73,78,72
718,16,other,private,post graduate,6.0,86.0,no,>60 min,yes,textbook,66.1,76.3,74.7,c,group C,standard,completed,96,96,99
719,15,male,private,graduate,1.3,63.0,yes,30-60 min,no,textbook,39.7,8.6,28.7,f,group C,standard,none,76,76,74
720,17,other,public,diploma,6.5,58.2,yes,30-60 min,no,textbook,69.8,69.2,77.3,c,group E,free/reduced,completed,91,73,80
721,14,other,private,high school,3.1,64.1,yes,>60 min,yes,textbook,57.0,59.1,60.1,d,group C,free/reduced,none,62,72,70
722,19,female,private,phd,1.0,74.0,yes,<15 min,yes,online videos,41.8,51.8,45.3,e,group D,free/reduced,completed,55,59,59
723,19,other,private,high school,3.0,82.6,yes,>60 min,no,coaching,58.8,51.2,63.7,d,group B,free/reduced,completed,74,90,88
724,14,male,public,phd,6.0,60.8,yes,>60 min,no,group study,78.4,65.1,67.2,d,group C,standard,none,50,48,42
725,18,other,private,graduate,5.4,61.6,yes,>60 min,yes,textbook,54.4,60.4,69.5,d,group B,standard,none,47,43,41
726,14,male,private,phd,4.1,65.1,yes,>60 min,yes,online videos,44.8,58.2,51.7,e,group E,standard,completed,81,74,71
727,18,other,public,high school,2.6,90.4,yes,15-30 min,no,textbook,54.4,42.1,55.6,d,group E,standard,completed,65,75,77
728,14,female,private,no formal,3.6,68.3,no,30-60 min,yes,mixed,65.9,60.4,60.8,d,group E,standard,completed,68,51,57
729,16,male,public,graduate,3.4,53.9,yes,<15 min,no,textbook,31.6,38.4,43.1,e,group D,free/reduced,none,73,92,84
730,17,other,private,diploma,3.4,77.3,yes,<15 min,no,coaching,71.5,66.7,65.3,d,group C,standard,none,53,39,37
731,18,other,public,graduate,4.2,50.3,yes,15-30 min,yes,online videos,62.5,54.4,58.4,d,group B,free/reduced,completed,68,77,80
732,16,female,private,diploma,3.9,83.7,yes,>60 min,yes,notes,54.5,55.8,68.0,d,group A,free/reduced,none,55,46,43
733,19,male,private,high school,1.3,92.1,yes,30-60 min,yes,mixed,48.9,51.3,54.9,e,group C,standard,completed,87,89,94
734,18,male,private,post graduate,2.7,58.3,yes,30-60 min,yes,notes,37.8,26.3,40.4,e,group D,standard,none,55,47,44
735,15,other,private,graduate,1.5,92.2,yes,>60 min,yes,textbook,69.0,46.2,57.8,d,group E,free/reduced,none,53,58,57
736,18,male,private,graduate,5.0,84.0,yes,<15 min,yes,notes,84.1,69.3,71.4,c,group C,standard,none,67,57,59
737,18,other,private,post graduate,3.7,54.9,yes,<15 min,no,coaching,57.2,29.8,49.6,e,group C,standard,none,92,79,84
738,16,female,public,post graduate,5.5,61.4,no,15-30 min,yes,mixed,69.5,83.0,75.0,c,group B,free/reduced,completed,53,66,73
739,18,other,private,high school,1.2,61.4,no,<15 min,no,notes,43.8,43.2,41.3,e,group D,standard,none,81,71,73
740,19,other,public,post graduate,3.1,60.3,no,>60 min,yes,notes,56.1,71.6,53.2,e,group C,free/reduced,none,61,60,55
741,18,other,public,high school,1.9,66.7,yes,15-30 min,no,online videos,28.0,59.9,39.7,f,group D,standard,none,80,73,72
742,18,male,private,phd,1.2,95.4,yes,30-60 min,yes,online videos,53.8,43.3,55.6,d,group A,free/reduced,none,37,57,56
743,17,other,public,post graduate,6.3,61.2,yes,<15 min,yes,notes,95.7,86.7,80.6,c,group C,standard,none,81,84,82
744,15,male,public,graduate,1.5,96.3,yes,30-60 min,yes,textbook,38.1,50.1,49.3,e,group C,standard,completed,59,73,72
745,18,other,private,high school,1.8,77.5,yes,>60 min,no,group study,46.3,53.0,43.1,e,group B,free/reduced,none,55,55,47
746,16,male,private,phd,3.3,75.9,yes,30-60 min,no,coaching,57.3,52.7,57.1,d,group D,standard,none,72,79,74
747,17,other,private,graduate,2.7,83.7,yes,15-30 min,no,group study,53.7,58.7,62.7,d,group D,standard,none,69,75,71
748,15,male,public,post graduate,7.4,90.3,yes,30-60 min,yes,group study,100.0,98.1,100.0,a,group C,standard,none,69,64,68
749,15,female,private,no formal,7.9,97.9,yes,15-30 min,no,coaching,87.8,94.5,93.2,b,group C,free/reduced,none,50,60,59
750,14,female,private,diploma,3.7,50.1,yes,30-60 min,no,group study,65.4,51.5,53.4,e,group B,standard,completed,87,84,86
751,19,other,public,high school,2.0,69.9,yes,<15 min,yes,group study,67.0,48.5,43.9,e,group D,standard,completed,71,69,68
752,14,male,public,post graduate,4.2,59.0,yes,<15 min,no,notes,50.6,43.5,50.1,e,group E,standard,none,68,72,65
753,14,male,private,diploma,4.2,57.6,yes,30-60 min,no,group study,65.0,30.5,46.8,e,group C,free/reduced,completed,79,77,75
754,19,female,private,no formal,4.0,57.4,yes,15-30 min,no,notes,54.7,47.9,53.4,e,group C,standard,completed,77,90,85
755,17,male,private,graduate,0.7,85.5,yes,>60 min,no,notes,12.9,28.5,34.5,f,group C,free/reduced,none,58,55,53
756,16,other,public,no formal,1.5,52.6,yes,>60 min,no,notes,25.0,49.6,28.0,f,group E,standard,none,84,95,92
757,18,male,public,diploma,1.6,91.8,yes,>60 min,yes,textbook,51.3,50.9,51.9,e,group D,standard,none,55,58,52
758,16,other,public,phd,3.1,87.6,yes,15-30 min,no,coaching,77.4,67.1,59.8,d,group E,free/reduced,completed,70,68,72
759,14,female,private,diploma,4.9,70.5,yes,15-30 min,no,textbook,62.7,59.3,61.6,d,group D,free/reduced,completed,52,59,65
760,18,other,private,diploma,7.1,71.3,yes,15-30 min,no,notes,71.4,80.9,93.3,b,group B,standard,completed,69,77,77
761,15,male,private,no formal,2.2,83.9,no,>60 min,no,mixed,55.5,40.4,51.2,e,group C,free/reduced,none,53,72,64
762,17,male,public,diploma,6.3,50.5,no,<15 min,yes,textbook,63.8,65.4,62.8,d,group D,standard,none,48,58,54
763,19,female,public,phd,2.2,69.4,yes,30-60 min,no,mixed,37.5,47.1,39.3,f,group D,standard,completed,78,81,86
764,19,male,public,phd,0.7,59.0,yes,>60 min,yes,mixed,38.6,44.7,38.6,f,group B,standard,none,62,62,63
765,16,male,public,phd,5.4,59.0,yes,>60 min,yes,online videos,77.9,68.6,66.3,d,group D,standard,none,60,63,59
766,18,male,private,diploma,2.1,77.5,no,15-30 min,yes,textbook,54.2,57.9,52.6,e,group B,standard,none,74,72,72
767,17,other,public,no formal,7.4,62.3,yes,15-30 min,no,notes,96.0,98.4,94.1,b,group C,standard,completed,58,75,77
768,16,other,private,high school,7.5,68.8,yes,30-60 min,yes,mixed,79.1,87.4,84.1,c,group B,standard,completed,76,62,60
769,14,male,private,high school,1.3,85.9,yes,15-30 min,yes,mixed,22.7,40.2,35.4,f,group D,standard,none,68,71,75
770,16,male,public,no formal,2.0,81.0,no,15-30 min,yes,online videos,52.2,52.8,50.3,e,group A,free/reduced,none,58,60,57
771,17,female,private,post graduate,2.1,66.5,yes,15-30 min,no,coaching,28.3,28.5,33.9,f,group B,standard,none,52,48,49
772,19,female,private,graduate,7.3,52.5,yes,15-30 min,yes,online videos,78.7,77.2,77.3,c,group D,standard,none,75,73,74
773,14,other,public,post graduate,1.1,51.3,no,15-30 min,yes,group study,3.0,44.4,23.2,f,group B,free/reduced,completed,52,67,72
774,18,male,public,high school,6.1,74.4,yes,<15 min,no,notes,86.9,90.1,85.9,b,group C,free/reduced,none,62,78,79
775,19,female,public,post graduate,2.7,71.1,yes,15-30 min,no,mixed,41.1,53.1,41.7,e,group B,standard,none,66,65,60
776,19,male,public,no formal,4.9,89.8,yes,>60 min,yes,textbook,83.3,77.7,82.6,c,group B,free/reduced,none,49,58,55
777,16,male,private,post graduate,1.8,54.1,yes,15-30 min,yes,group study,36.8,32.8,34.5,f,group B,standard,none,66,72,70
778,14,other,private,post graduate,6.5,92.5,yes,15-30 min,no,coaching,93.2,78.4,88.4,b,group C,free/reduced,none,35,44,43
779,15,female,public,high school,5.5,60.6,yes,<15 min,no,mixed,64.3,52.1,58.7,d,group A,standard,completed,72,79,82
780,19,female,public,high school,0.7,67.5,no,15-30 min,no,group study,35.1,43.4,37.0,f,group E,standard,completed,94,85,82
781,19,male,private,diploma,2.3,93.0,yes,<15 min,yes,group study,69.1,48.2,59.7,d,group D,free/reduced,none,46,56,57
782,17,female,public,graduate,4.0,91.9,yes,<15 min,yes,textbook,71.2,89.9,72.0,c,group B,standard,none,77,90,84
783,14,female,public,graduate,4.5,75.7,yes,15-30 min,no,group study,46.3,61.3,59.8,d,group B,free/reduced,completed,76,85,82
784,14,other,public,no formal,6.7,54.1,yes,30-60 min,yes,online videos,81.1,91.2,74.0,c,group C,standard,completed,52,59,62
785,16,female,public,diploma,3.4,79.5,yes,15-30 min,no,textbook,63.5,77.8,65.5,d,group C,standard,completed,91,81,79
786,17,male,private,graduate,7.5,88.1,yes,<15 min,yes,mixed,81.6,87.3,85.3,b,group B,standard,completed,32,51,44
787,14,other,private,graduate,2.0,63.1,yes,30-60 min,yes,mixed,61.2,37.3,46.4,e,group E,free/reduced,none,72,79,77
788,18,male,private,graduate,6.9,59.2,yes,30-60 min,yes,notes,81.7,79.5,83.9,c,group B,standard,none,19,38,32
789,17,other,public,graduate,7.3,74.9,yes,30-60 min,yes,textbook,100.0,96.8,97.1,a,group C,free/reduced,none,68,65,61
790,14,female,public,diploma,5.2,87.5,yes,30-60 min,no,online videos,88.4,76.7,78.0,c,group C,free/reduced,none,52,65,61
791,14,other,public,graduate,7.8,75.2,yes,<15 min,no,group study,83.7,91.0,88.9,b,group B,standard,none,48,62,60
792,16,female,private,diploma,3.6,62.0,yes,30-60 min,no,online videos,52.3,64.1,44.9,e,group D,free/reduced,none,60,66,70
793,18,female,public,high school,5.7,93.4,yes,>60 min,no,mixed,91.9,85.0,90.2,b,group D,free/reduced,none,66,74,69
794,18,female,private,high school,0.6,93.6,yes,<15 min,yes,online videos,56.2,33.3,43.2,e,group E,standard,completed,89,84,77
795,16,male,public,diploma,2.6,82.9,no,30-60 min,yes,textbook,44.5,54.8,50.2,e,group B,standard,none,42,52,51
796,15,male,public,no formal,4.7,53.7,yes,30-60 min,no,group study,59.7,69.2,66.1,d,group E,free/reduced,completed,57,68,73
797,19,other,private,high school,7.1,61.6,yes,15-30 min,yes,mixed,88.4,75.6,85.6,b,group D,standard,none,70,70,70
798,16,other,private,no formal,7.6,80.9,yes,<15 min,no,group study,75.2,95.7,84.9,c,group E,free/reduced,none,70,84,81
799,15,other,private,diploma,4.8,89.1,yes,30-60 min,no,group study,89.5,59.5,77.0,c,group E,standard,none,69,60,54
800,16,male,public,diploma,6.9,73.7,yes,>60 min,yes,online videos,88.6,100.0,91.5,b,group C,standard,none,52,55,57
801,14,female,private,no formal,6.5,65.2,yes,>60 min,no,group study,90.4,84.8,73.2,c,group C,standard,completed,67,73,68
802,15,female,public,no formal,6.3,94.2,yes,>60 min,yes,notes,72.5,100.0,82.5,c,group C,standard,completed,76,80,73
803,17,other,public,graduate,1.3,69.1,yes,15-30 min,no,coaching,57.5,43.7,47.0,e,group E,standard,none,87,94,95
804,19,female,public,high school,4.1,95.8,yes,<15 min,yes,notes,72.9,76.4,75.4,c,group B,standard,none,82,85,87
805,18,other,public,phd,4.1,76.6,yes,30-60 min,no,group study,65.2,72.7,71.2,c,group C,standard,none,73,76,78
806,18,other,public,no formal,6.4,80.7,yes,30-60 min,yes,mixed,85.1,74.6,80.7,c,group A,free/reduced,none,75,81,74
807,17,female,private,diploma,4.9,56.2,yes,30-60 min,yes,notes,71.5,72.0,70.1,c,group D,free/reduced,none,64,74,75
808,14,female,private,post graduate,6.6,63.4,yes,>60 min,yes,textbook,85.6,83.7,80.0,c,group E,free/reduced,none,41,45,40
809,16,female,public,no formal,7.7,98.7,yes,>60 min,yes,mixed,93.0,100.0,100.0,a,group C,standard,none,90,75,69
810,19,other,private,diploma,4.7,85.9,yes,<15 min,yes,coaching,51.7,76.0,67.2,d,group B,standard,none,59,54,51
811,14,female,private,diploma,6.4,73.9,yes,>60 min,yes,mixed,77.8,78.3,71.3,c,group A,standard,none,51,31,36
812,19,male,private,graduate,4.7,76.1,yes,<15 min,yes,online videos,61.9,67.8,68.6,d,group A,free/reduced,none,45,47,49
813,18,female,private,phd,5.2,54.4,yes,15-30 min,no,mixed,73.5,57.7,73.0,c,group C,standard,completed,54,64,67
814,15,female,public,graduate,4.1,89.2,no,15-30 min,no,mixed,72.5,82.3,66.3,d,group E,standard,completed,87,84,76
815,18,other,private,diploma,7.7,53.6,yes,15-30 min,no,online videos,93.4,80.1,91.8,b,group C,standard,none,72,80,83
816,19,other,public,diploma,6.6,69.3,yes,<15 min,yes,coaching,69.9,75.1,71.8,c,group B,standard,completed,94,86,87
817,14,male,public,graduate,6.1,70.5,yes,15-30 min,yes,notes,65.9,57.0,71.5,c,group A,standard,none,45,59,64
818,14,female,public,high school,3.0,80.2,yes,>60 min,yes,mixed,62.7,46.9,51.8,e,group D,free/reduced,completed,61,70,76
819,17,male,public,post graduate,4.1,70.8,yes,<15 min,no,group study,66.2,60.0,58.5,d,group B,free/reduced,none,60,72,68
820,19,female,public,diploma,7.0,98.0,yes,>60 min,no,coaching,100.0,98.9,96.3,a,group C,standard,none,77,91,88
821,14,other,public,no formal,7.5,89.9,yes,>60 min,yes,group study,88.9,89.1,100.0,a,group A,standard,completed,85,90,92
822,17,other,private,graduate,8.0,98.0,yes,15-30 min,no,coaching,93.5,100.0,100.0,a,group D,free/reduced,none,78,90,93
823,14,male,private,high school,6.0,75.9,yes,<15 min,no,coaching,67.0,66.2,70.9,c,group E,free/reduced,completed,49,52,51
824,17,male,private,diploma,6.0,65.1,yes,>60 min,yes,textbook,68.2,75.8,64.7,d,group B,free/reduced,none,71,87,82
825,17,other,public,high school,1.2,99.1,yes,>60 min,yes,notes,69.9,48.7,53.1,e,group C,free/reduced,none,48,58,52
826,14,female,private,no formal,6.1,54.1,yes,<15 min,no,coaching,75.3,71.6,74.7,c,group C,standard,none,62,67,58
827,18,female,public,high school,3.1,96.4,yes,>60 min,yes,mixed,49.2,74.7,53.5,e,group C,free/reduced,completed,56,68,70
828,19,other,private,phd,7.0,54.8,yes,>60 min,yes,group study,72.1,71.2,69.7,d,group C,standard,none,65,69,76
829,19,other,public,high school,0.6,90.3,no,>60 min,yes,mixed,34.9,30.0,48.6,e,group D,free/reduced,completed,69,86,81
830,14,other,public,post graduate,7.5,89.0,no,15-30 min,yes,notes,76.3,98.3,97.4,a,group B,standard,none,68,54,53
831,15,other,public,diploma,4.1,83.0,yes,30-60 min,yes,online videos,53.4,64.6,65.3,d,group A,free/reduced,none,61,60,57
832,15,other,public,no formal,1.5,89.1,yes,>60 min,no,online videos,35.3,35.0,39.5,f,group C,free/reduced,completed,74,86,89
833,16,other,private,phd,5.0,54.4,yes,30-60 min,no,textbook,61.7,44.8,57.4,d,group A,standard,none,64,60,58
834,14,other,public,phd,5.7,68.7,yes,>60 min,no,coaching,88.6,70.6,77.5,c,group B,standard,completed,77,82,89
835,19,female,private,high school,6.3,66.8,yes,<15 min,no,coaching,91.8,95.5,78.5,c,group B,standard,none,58,50,45
836,18,male,private,high school,5.8,99.1,yes,15-30 min,yes,notes,95.9,80.9,86.9,b,group C,standard,completed,60,64,74
837,18,other,public,phd,4.7,73.6,yes,>60 min,no,mixed,59.9,75.6,73.0,c,group E,standard,none,73,64,57
838,15,other,public,no formal,1.1,52.5,yes,<15 min,yes,mixed,32.2,28.6,34.4,f,group A,standard,completed,75,82,79
839,14,male,public,phd,7.0,63.0,yes,>60 min,no,online videos,91.1,65.0,76.9,c,group B,free/reduced,completed,58,57,53
840,19,female,public,high school,7.9,92.2,yes,15-30 min,yes,textbook,86.0,94.5,100.0,a,group C,standard,none,66,77,73
841,15,female,private,phd,6.3,94.6,yes,<15 min,no,textbook,90.4,98.4,90.3,b,group D,free/reduced,none,39,52,46
842,17,female,private,phd,0.8,96.4,yes,15-30 min,no,coaching,37.8,48.1,37.5,f,group C,standard,none,64,58,51
843,19,other,public,high school,6.2,57.2,no,15-30 min,no,online videos,80.7,68.3,72.7,c,group B,free/reduced,completed,23,44,36
844,14,female,public,high school,2.5,84.4,yes,>60 min,no,textbook,24.1,47.6,52.2,e,group B,free/reduced,completed,74,77,76
845,14,other,private,no formal,7.7,70.1,yes,15-30 min,yes,coaching,100.0,100.0,95.7,a,group D,free/reduced,completed,40,65,64
846,14,other,private,post graduate,1.0,86.8,yes,30-60 min,no,mixed,39.1,56.3,51.3,e,group E,standard,none,90,85,84
847,14,other,public,diploma,1.2,91.2,yes,15-30 min,yes,group study,49.1,50.9,40.4,e,group C,standard,completed,91,85,85
848,14,female,public,graduate,1.9,63.1,yes,30-60 min,no,mixed,32.3,51.5,44.9,e,group D,standard,none,64,54,50
849,18,male,public,graduate,6.1,75.0,yes,>60 min,yes,mixed,80.7,94.7,79.6,c,group C,standard,none,59,72,68
850,17,other,private,graduate,5.4,66.4,yes,30-60 min,yes,coaching,58.2,77.3,77.8,c,group D,standard,none,80,75,69
851,19,male,private,high school,6.0,72.8,yes,30-60 min,no,textbook,58.3,71.3,68.6,d,group C,standard,none,71,67,67
852,18,male,public,diploma,3.2,64.5,yes,15-30 min,no,mixed,60.3,52.4,55.6,d,group A,standard,none,61,68,63
853,19,male,public,graduate,7.1,67.0,yes,30-60 min,yes,coaching,86.2,80.9,93.0,b,group E,standard,none,87,85,93
854,15,male,private,no formal,3.8,63.6,yes,30-60 min,no,coaching,63.3,53.4,57.4,d,group E,standard,none,82,67,61
855,15,other,public,diploma,1.5,64.9,yes,15-30 min,no,notes,37.1,13.4,34.1,f,group C,standard,none,62,64,55
856,19,female,private,post graduate,6.3,78.9,yes,15-30 min,no,online videos,83.6,76.8,85.2,b,group B,standard,none,97,97,96
857,15,male,public,diploma,4.5,80.0,yes,<15 min,no,mixed,36.8,62.7,58.5,d,group B,free/reduced,none,75,68,65
858,14,male,public,diploma,5.0,96.0,yes,>60 min,yes,online videos,81.0,92.7,79.5,c,group C,standard,none,65,79,81
859,18,male,public,phd,3.4,69.5,yes,<15 min,no,online videos,59.8,41.2,52.8,e,group B,standard,completed,52,49,46
860,18,other,private,graduate,5.8,82.9,yes,30-60 min,no,textbook,76.9,79.7,71.9,c,group C,free/reduced,none,87,73,72
861,19,other,public,post graduate,0.8,98.3,no,15-30 min,no,coaching,45.4,51.5,53.9,e,group C,standard,none,53,62,53
862,19,male,private,no formal,4.2,73.3,yes,30-60 min,yes,group study,64.7,61.1,62.4,d,group E,free/reduced,none,81,86,87
863,14,male,private,phd,3.7,89.0,yes,<15 min,no,textbook,70.7,82.9,72.8,c,group D,free/reduced,completed,39,42,38
864,18,female,private,post graduate,6.1,98.5,yes,<15 min,yes,online videos,84.7,88.8,83.4,c,group C,standard,completed,71,71,80
865,19,other,private,post graduate,2.5,89.5,yes,>60 min,yes,mixed,64.1,39.4,52.1,e,group C,standard,none,97,93,91
866,18,male,private,post graduate,2.3,54.0,no,30-60 min,yes,notes,52.4,47.4,49.7,e,group D,standard,completed,82,82,88
867,18,other,private,graduate,2.9,59.7,no,>60 min,no,notes,42.8,44.2,48.1,e,group C,free/reduced,none,59,53,52
868,19,male,private,graduate,4.1,64.7,yes,<15 min,yes,group study,61.4,64.3,56.2,d,group B,standard,none,61,42,41
