student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,science_score,english_score,overall_score,final_grade,race/ethnicity,lunch,test preparation course,math score,reading score,writing score
840,19,female,public,high school,7.9,92.2,yes,15-30 min,yes,textbook,86.0,94.5,100.0,a,group C,standard,none,66,77,73
201,16,male,public,post graduate,6.5,82.8,yes,>60 min,yes,online videos,93.9,98.9,90.0,b,group C,standard,completed,67,84,86
135,18,female,private,phd,4.5,81.1,yes,<15 min,no,coaching,70.7,84.0,73.4,c,group D,free/reduced,completed,74,79,75
28,18,other,private,post graduate,5.2,59.8,yes,<15 min,yes,textbook,89.9,63.4,75.4,c,group C,standard,none,67,69,75
881,14,other,private,phd,3.8,76.8,yes,<15 min,no,online videos,51.1,61.0,52.6,e,group C,standard,completed,63,64,66
231,16,other,private,diploma,7.3,73.9,yes,<15 min,no,mixed,100.0,96.2,97.2,a,group D,standard,none,76,64,66
490,17,other,private,phd,3.3,93.8,yes,15-30 min,no,coaching,65.6,60.1,61.1,d,group A,free/reduced,completed,79,82,82
773,14,other,public,post graduate,1.1,51.3,no,15-30 min,yes,group study,3.0,44.4,23.2,f,group B,free/reduced,completed,52,67,72
379,16,female,private,no formal,0.9,92.0,no,15-30 min,yes,textbook,32.7,35.0,36.3,f,group A,standard,none,71,83,77
289,17,other,public,post graduate,2.0,86.4,no,<15 min,yes,online videos,43.5,51.0,53.1,e,group B,free/reduced,none,88,75,76
419,15,female,private,diploma,1.2,66.6,yes,30-60 min,no,textbook,46.6,45.0,45.9,e,group D,standard,none,68,59,62
675,17,male,private,diploma,3.2,63.7,no,30-60 min,yes,group study,37.7,37.3,42.8,e,group D,standard,completed,69,77,78
392,15,female,private,diploma,5.4,76.9,yes,30-60 min,no,textbook,83.8,88.4,80.8,c,group D,standard,none,77,68,77
593,15,male,private,graduate,3.1,72.9,no,30-60 min,no,group study,51.6,48.9,44.5,e,group E,standard,none,68,68,64
499,19,female,private,phd,5.4,87.6,yes,30-60 min,yes,notes,78.1,71.0,70.8,c,group B,standard,none,66,69,68
139,16,female,private,no formal,4.1,82.3,yes,>60 min,no,textbook,71.3,67.0,67.6,d,group C,standard,none,59,66,67
63,16,other,private,no formal,6.5,79.8,yes,30-60 min,yes,coaching,61.2,76.7,77.4,c,group A,free/reduced,none,62,61,55
472,18,female,private,graduate,7.5,58.6,yes,30-60 min,no,mixed,81.2,77.8,75.0,c,group C,standard,none,63,69,74
648,17,male,public,phd,5.2,99.6,yes,15-30 min,no,mixed,79.6,79.9,86.8,b,group E,free/reduced,none,64,62,68
129,17,male,private,graduate,4.1,67.7,yes,>60 min,no,online videos,71.7,66.9,65.0,d,group D,standard,none,82,82,74
977,14,other,public,post graduate,2.1,59.2,yes,>60 min,yes,group study,46.2,42.2,47.1,e,group B,free/reduced,completed,60,62,60
521,16,other,public,high school,1.6,68.7,yes,15-30 min,no,group study,34.8,30.1,39.9,f,group D,standard,none,71,49,52
839,14,male,public,phd,7.0,63.0,yes,>60 min,no,online videos,91.1,65.0,76.9,c,group B,free/reduced,completed,58,57,53
963,19,male,public,graduate,5.3,60.3,yes,15-30 min,yes,coaching,78.5,70.0,76.4,c,group E,standard,none,100,100,100
65,16,male,private,high school,5.7,76.6,yes,30-60 min,no,group study,83.3,88.2,80.9,c,group D,standard,none,59,58,59
813,18,female,private,phd,5.2,54.4,yes,15-30 min,no,mixed,73.5,57.7,73.0,c,group C,standard,completed,54,64,67
15,18,other,public,high school,4.9,85.3,yes,<15 min,no,coaching,66.1,70.3,69.3,d,group A,standard,none,50,53,58
157,14,other,private,high school,1.5,56.0,yes,<15 min,no,coaching,20.4,33.1,26.5,f,group E,free/reduced,completed,66,74,78
41,14,other,private,post graduate,6.0,92.2,yes,15-30 min,yes,textbook,72.5,100.0,88.7,b,group C,free/reduced,none,55,61,54
493,18,male,public,diploma,7.1,78.7,yes,>60 min,no,online videos,90.7,97.2,98.2,a,group C,standard,none,83,83,90
380,15,female,public,post graduate,7.0,100.0,yes,<15 min,no,mixed,100.0,100.0,100.0,a,group A,standard,none,66,64,62
188,16,other,private,graduate,3.3,79.9,yes,15-30 min,yes,mixed,47.5,54.3,58.4,d,group D,standard,completed,62,66,68
764,19,male,public,phd,0.7,59.0,yes,>60 min,yes,mixed,38.6,44.7,38.6,f,group B,standard,none,62,62,63
217,14,female,private,post graduate,4.2,90.1,yes,<15 min,no,notes,48.1,66.6,75.7,c,group E,free/reduced,completed,83,86,88
792,16,female,private,diploma,3.6,62.0,yes,30-60 min,no,online videos,52.3,64.1,44.9,e,group D,free/reduced,none,60,66,70
53,16,female,public,post graduate,5.3,70.5,yes,15-30 min,yes,notes,80.5,79.9,77.0,c,group C,standard,none,53,44,42
879,17,male,private,high school,3.3,83.4,yes,<15 min,no,coaching,68.7,78.0,60.2,d,group D,standard,none,59,72,80
338,15,female,public,diploma,6.4,55.1,yes,<15 min,yes,mixed,67.5,80.0,76.4,c,group C,standard,none,49,51,43
749,15,female,private,no formal,7.9,97.9,yes,15-30 min,no,coaching,87.8,94.5,93.2,b,group C,free/reduced,none,50,60,59
720,17,other,public,diploma,6.5,58.2,yes,30-60 min,no,textbook,69.8,69.2,77.3,c,group E,free/reduced,completed,91,73,80
725,18,other,private,graduate,5.4,61.6,yes,>60 min,yes,textbook,54.4,60.4,69.5,d,group B,standard,none,47,43,41
296,17,female,private,high school,2.0,76.4,yes,15-30 min,no,coaching,68.7,30.6,48.0,e,group B,free/reduced,none,67,62,60
702,17,female,public,diploma,5.1,84.5,yes,>60 min,no,textbook,86.3,90.6,74.1,c,group B,standard,none,57,67,72
252,16,male,private,no formal,3.8,57.1,yes,>60 min,yes,group study,51.3,55.0,48.8,e,group D,free/reduced,none,71,83,83
727,18,other,public,high school,2.6,90.4,yes,15-30 min,no,textbook,54.4,42.1,55.6,d,group E,standard,completed,65,75,77
462,14,female,private,no formal,6.7,88.2,yes,>60 min,no,mixed,95.5,70.5,80.6,c,group B,free/reduced,none,54,54,45
456,17,male,private,phd,2.5,53.1,yes,<15 min,yes,group study,51.4,58.3,49.5,e,group C,free/reduced,none,37,56,47
997,17,male,public,graduate,2.0,69.5,yes,15-30 min,yes,online videos,61.3,45.8,49.5,e,group C,free/reduced,none,62,55,55
816,19,other,public,diploma,6.6,69.3,yes,<15 min,yes,coaching,69.9,75.1,71.8,c,group B,standard,completed,94,86,87
863,14,male,private,phd,3.7,89.0,yes,<15 min,no,textbook,70.7,82.9,72.8,c,group D,free/reduced,completed,39,42,38
270,17,male,private,graduate,5.1,85.5,yes,15-30 min,yes,mixed,65.8,90.1,74.9,c,group E,free/reduced,none,71,76,70
202,19,other,private,post graduate,4.1,62.1,yes,15-30 min,no,mixed,44.0,43.1,50.1,e,group D,free/reduced,none,65,81,77
162,17,male,public,no formal,7.4,78.6,yes,<15 min,no,online videos,69.3,61.2,86.0,b,group E,free/reduced,completed,75,88,85
556,17,other,private,graduate,5.1,50.4,yes,30-60 min,no,online videos,63.6,69.1,68.3,d,group C,free/reduced,none,32,39,33
730,17,other,private,diploma,3.4,77.3,yes,<15 min,no,coaching,71.5,66.7,65.3,d,group C,standard,none,53,39,37
402,18,male,public,high school,6.5,78.2,yes,>60 min,yes,coaching,86.6,78.4,80.6,c,group A,standard,none,53,43,43
703,15,other,private,graduate,1.3,59.5,yes,30-60 min,yes,notes,30.7,29.1,38.6,f,group A,standard,completed,87,84,87
477,19,male,public,diploma,3.3,95.3,yes,<15 min,no,coaching,60.0,73.6,66.0,d,group E,standard,completed,76,62,66
822,17,other,private,graduate,8.0,98.0,yes,15-30 min,no,coaching,93.5,100.0,100.0,a,group D,free/reduced,none,78,90,93
772,19,female,private,graduate,7.3,52.5,yes,15-30 min,yes,online videos,78.7,77.2,77.3,c,group D,standard,none,75,73,74
106,18,male,private,graduate,2.8,58.1,yes,15-30 min,no,group study,58.0,23.3,39.3,f,group C,standard,none,58,67,72
566,15,female,private,phd,3.4,90.9,yes,15-30 min,yes,mixed,57.9,51.3,60.6,d,group B,standard,none,48,43,45
390,14,male,private,post graduate,1.3,86.2,yes,30-60 min,yes,group study,47.7,49.0,45.7,e,group D,standard,none,73,70,75
2,18,female,public,graduate,3.7,87.8,yes,>60 min,no,textbook,68.8,64.8,61.3,d,group C,standard,completed,69,90,88
938,14,male,public,no formal,2.7,81.7,yes,15-30 min,no,textbook,59.8,60.8,50.6,e,group E,free/reduced,none,57,58,57
983,17,other,private,post graduate,5.3,79.6,yes,>60 min,yes,group study,75.3,79.0,77.1,c,group B,standard,completed,79,85,86
562,14,other,private,high school,5.8,79.3,yes,15-30 min,yes,notes,75.6,61.6,69.5,d,group C,standard,none,63,74,74
81,19,female,private,graduate,2.7,79.2,yes,30-60 min,yes,textbook,75.2,54.3,59.6,d,group B,standard,none,47,49,50
206,15,female,private,diploma,6.0,91.8,yes,15-30 min,no,mixed,93.0,76.3,82.7,c,group D,standard,completed,74,71,78
35,19,female,public,high school,1.1,88.2,yes,30-60 min,no,coaching,39.6,36.5,46.9,e,group E,standard,none,97,87,82
776,19,male,public,no formal,4.9,89.8,yes,>60 min,yes,textbook,83.3,77.7,82.6,c,group B,free/reduced,none,49,58,55
509,15,other,private,high school,6.0,97.7,yes,<15 min,yes,mixed,70.4,78.8,83.3,c,group C,standard,none,79,78,77
428,18,male,private,diploma,4.4,62.2,no,>60 min,no,textbook,66.3,42.9,58.1,d,group C,free/reduced,none,69,71,65
455,17,female,private,diploma,7.7,70.4,no,>60 min,no,group study,92.5,100.0,93.9,b,group C,free/reduced,none,53,61,62
367,16,female,private,graduate,4.8,61.6,yes,>60 min,yes,online videos,53.4,76.5,62.3,d,group C,standard,completed,69,58,53
92,18,male,private,post graduate,5.7,94.1,yes,30-60 min,yes,textbook,86.2,79.4,82.0,c,group C,free/reduced,none,27,34,36
340,19,female,private,graduate,4.9,50.3,no,30-60 min,no,mixed,43.3,51.7,51.8,e,group D,free/reduced,completed,35,55,60
898,14,male,private,graduate,2.6,79.9,yes,>60 min,yes,group study,72.2,70.5,55.7,d,group B,free/reduced,completed,63,78,79
565,19,female,private,high school,4.2,63.0,yes,30-60 min,yes,mixed,73.4,59.5,60.3,d,group B,free/reduced,none,48,51,46
346,15,other,public,no formal,3.3,65.7,yes,>60 min,yes,group study,58.1,47.6,55.8,d,group C,standard,none,72,80,75
777,16,male,private,post graduate,1.8,54.1,yes,15-30 min,yes,group study,36.8,32.8,34.5,f,group B,standard,none,66,72,70
242,17,male,public,graduate,0.6,56.4,yes,<15 min,yes,mixed,39.3,27.5,28.6,f,group E,standard,none,80,83,83
14,18,other,public,diploma,1.3,95.9,yes,30-60 min,yes,textbook,26.8,50.0,42.5,e,group A,standard,completed,78,72,70
316,17,other,public,diploma,7.4,92.1,yes,30-60 min,yes,online videos,100.0,95.4,100.0,a,group C,standard,none,71,66,65
601,17,other,public,no formal,1.2,52.8,no,15-30 min,yes,coaching,33.3,43.2,39.5,f,group D,standard,none,54,60,63
388,18,male,public,no formal,4.3,51.5,yes,<15 min,no,online videos,50.9,74.3,59.2,d,group C,free/reduced,none,57,78,67
274,19,female,public,diploma,4.5,57.5,yes,<15 min,yes,textbook,61.4,71.0,62.3,d,group D,standard,none,65,70,71
167,15,other,public,post graduate,0.7,63.4,yes,30-60 min,no,group study,45.5,36.2,37.8,f,group C,free/reduced,completed,53,51,51
841,15,female,private,phd,6.3,94.6,yes,<15 min,no,textbook,90.4,98.4,90.3,b,group D,free/reduced,none,39,52,46
993,15,female,public,graduate,4.1,93.7,yes,30-60 min,no,notes,55.6,60.2,67.6,d,group D,free/reduced,none,55,76,76
647,16,female,public,high school,7.7,86.4,yes,>60 min,yes,coaching,81.9,100.0,97.5,a,group D,standard,none,59,70,65
819,17,male,public,post graduate,4.1,70.8,yes,<15 min,no,group study,66.2,60.0,58.5,d,group B,free/reduced,none,60,72,68
485,16,female,public,no formal,2.7,53.5,yes,30-60 min,no,textbook,60.2,57.9,48.6,e,group B,standard,none,49,52,54
981,17,male,public,phd,0.7,98.3,yes,30-60 min,yes,group study,31.0,58.8,42.4,e,group B,free/reduced,none,8,24,23
505,15,male,private,post graduate,3.1,74.3,yes,15-30 min,no,online videos,61.1,60.3,61.2,d,group D,free/reduced,none,40,59,54
832,15,other,public,no formal,1.5,89.1,yes,>60 min,no,online videos,35.3,35.0,39.5,f,group C,free/reduced,completed,74,86,89
244,17,other,private,no formal,6.4,77.0,yes,15-30 min,no,notes,86.0,73.9,82.2,c,group E,standard,none,59,51,43
567,15,other,public,graduate,7.1,71.2,yes,<15 min,no,textbook,81.6,75.0,77.2,c,group E,free/reduced,completed,92,100,100
876,17,male,private,no formal,5.4,61.9,yes,<15 min,yes,notes,77.7,73.3,75.9,c,group C,free/reduced,none,80,64,66
563,16,male,private,phd,5.2,64.2,yes,15-30 min,yes,textbook,59.6,96.2,68.7,d,group C,standard,completed,96,90,92
687,16,female,private,graduate,1.4,85.7,yes,<15 min,yes,mixed,46.7,41.2,54.1,e,group E,standard,completed,85,75,68
190,15,female,private,diploma,7.7,59.4,yes,30-60 min,no,group study,73.4,77.6,76.1,c,group C,standard,none,77,88,87
783,14,female,public,graduate,4.5,75.7,yes,15-30 min,no,group study,46.3,61.3,59.8,d,group B,free/reduced,completed,76,85,82
700,14,other,public,graduate,4.4,54.7,no,15-30 min,yes,mixed,53.2,51.4,51.7,e,group C,free/reduced,none,66,66,59
476,18,female,private,no formal,4.9,78.6,yes,15-30 min,yes,textbook,81.6,82.8,77.4,c,group D,standard,completed,71,76,83
682,14,other,public,high school,2.6,84.6,yes,30-60 min,yes,online videos,54.3,62.7,60.8,d,group B,standard,none,60,68,60
511,19,male,public,high school,4.5,63.5,yes,<15 min,yes,group study,70.5,59.9,66.6,d,group D,standard,none,76,71,73
59,18,other,public,graduate,2.0,87.4,yes,15-30 min,no,online videos,40.9,59.9,41.1,e,group D,standard,completed,58,59,58
475,17,male,public,high school,6.4,75.0,yes,15-30 min,yes,group study,67.5,80.9,76.2,c,group B,standard,completed,90,90,91
561,17,male,private,no formal,2.3,87.6,yes,30-60 min,no,group study,74.7,70.2,62.0,d,group D,standard,completed,74,75,79
857,15,male,public,diploma,4.5,80.0,yes,<15 min,no,mixed,36.8,62.7,58.5,d,group B,free/reduced,none,75,68,65
748,15,male,public,post graduate,7.4,90.3,yes,30-60 min,yes,group study,100.0,98.1,100.0,a,group C,standard,none,69,64,68
253,15,male,public,diploma,1.5,71.3,yes,<15 min,yes,notes,30.2,38.5,32.5,f,group B,standard,completed,60,70,70
22,16,female,public,diploma,2.1,97.4,yes,>60 min,yes,group study,31.9,39.3,55.0,d,group B,free/reduced,completed,65,75,70
314,15,other,public,no formal,5.4,80.4,yes,>60 min,no,coaching,86.2,73.8,77.7,c,group C,free/reduced,completed,68,67,69
460,14,male,private,post graduate,2.3,69.3,no,<15 min,yes,mixed,56.3,47.1,48.5,e,group B,standard,completed,72,65,68
161,19,male,private,high school,3.2,76.2,no,15-30 min,no,group study,48.2,54.2,48.9,e,group B,free/reduced,completed,82,78,74
277,16,female,public,no formal,4.7,72.5,yes,15-30 min,no,mixed,50.3,60.1,60.3,d,group C,standard,completed,85,92,93
956,17,other,private,diploma,2.8,96.5,yes,30-60 min,yes,online videos,52.8,61.5,55.7,d,group E,standard,none,72,57,62
192,17,other,private,high school,1.4,58.6,yes,30-60 min,no,online videos,32.8,16.7,25.5,f,group D,standard,completed,76,83,79
386,14,female,public,graduate,7.7,79.2,yes,<15 min,no,notes,87.0,90.2,93.4,b,group E,standard,none,67,76,75
806,18,other,public,no formal,6.4,80.7,yes,30-60 min,yes,mixed,85.1,74.6,80.7,c,group A,free/reduced,none,75,81,74
414,14,male,private,graduate,2.2,86.5,yes,<15 min,yes,textbook,56.9,53.2,44.9,e,group B,standard,completed,63,67,67
492,19,female,private,graduate,5.9,90.3,yes,15-30 min,yes,textbook,77.4,87.9,83.4,c,group C,standard,none,64,64,70
344,17,male,private,diploma,2.0,87.1,no,<15 min,yes,textbook,46.6,65.7,47.9,e,group D,standard,completed,67,72,67
770,16,male,public,no formal,2.0,81.0,no,15-30 min,yes,online videos,52.2,52.8,50.3,e,group A,free/reduced,none,58,60,57
309,15,female,private,graduate,1.5,68.6,yes,>60 min,yes,mixed,21.1,36.6,39.1,f,group B,free/reduced,none,53,71,67
662,18,other,private,post graduate,2.3,74.0,yes,30-60 min,no,coaching,61.6,56.1,53.4,e,group C,standard,none,73,66,63
131,17,other,public,phd,4.7,80.4,yes,>60 min,yes,online videos,78.1,75.3,73.8,c,group D,standard,none,89,84,82
664,15,other,private,post graduate,5.1,82.6,yes,<15 min,no,coaching,72.4,86.8,76.9,c,group C,standard,none,65,69,67
872,15,male,public,diploma,3.7,72.5,yes,>60 min,yes,notes,39.8,42.2,51.6,e,group C,standard,completed,70,72,76
100,14,male,private,graduate,5.7,71.9,no,<15 min,no,group study,57.0,61.6,66.9,d,group D,standard,none,65,67,62
373,16,other,public,diploma,3.7,79.9,no,15-30 min,no,notes,55.7,53.7,65.3,d,group D,standard,none,74,74,72
88,15,other,private,high school,5.2,88.4,no,>60 min,yes,textbook,81.7,89.5,73.9,c,group D,standard,none,71,71,74
459,19,female,public,no formal,1.5,58.5,yes,15-30 min,yes,coaching,50.7,19.9,32.5,f,group E,standard,none,100,100,100
331,17,female,public,diploma,2.9,66.5,yes,<15 min,no,online videos,42.3,50.6,55.8,d,group C,standard,none,71,60,61
215,18,male,private,post graduate,6.5,98.1,yes,30-60 min,yes,mixed,92.9,74.5,83.2,c,group E,standard,completed,87,91,81
467,14,female,public,diploma,5.4,98.9,yes,30-60 min,no,group study,77.4,69.5,79.9,c,group D,free/reduced,none,26,31,38
122,18,other,public,post graduate,7.2,96.0,yes,<15 min,no,notes,71.6,83.4,89.4,b,group B,standard,completed,91,89,92
615,18,other,public,high school,2.5,82.7,no,30-60 min,no,group study,69.6,56.5,56.0,d,group A,standard,none,82,93,93
21,17,male,private,phd,5.4,99.8,yes,>60 min,no,textbook,77.6,77.6,81.3,c,group D,standard,none,66,69,63
701,17,male,public,graduate,4.5,80.4,yes,>60 min,no,coaching,66.6,57.7,60.4,d,group E,standard,completed,79,81,82
72,15,other,public,diploma,0.7,95.1,yes,<15 min,yes,group study,43.6,23.8,50.0,e,group D,standard,completed,63,55,63
107,18,female,private,post graduate,1.9,72.5,yes,<15 min,yes,textbook,44.8,42.7,52.9,e,group D,standard,none,87,100,100
271,15,other,public,phd,1.4,55.1,yes,30-60 min,no,group study,23.0,22.3,30.2,f,group C,standard,none,69,63,61
861,19,other,public,post graduate,0.8,98.3,no,15-30 min,no,coaching,45.4,51.5,53.9,e,group C,standard,none,53,62,53
436,14,other,private,diploma,3.7,53.6,no,15-30 min,no,group study,57.7,65.6,59.2,d,group C,free/reduced,completed,50,48,53
103,18,female,public,graduate,5.4,66.9,yes,30-60 min,yes,mixed,72.3,64.8,73.5,c,group D,standard,none,85,91,89
